roc_auc,pr_auc,brier_score,accuracy,precision,recall,f1,threshold,business_score
0.842900875765326,0.653878092576806,0.13658931851387024,0.7835344215755855,0.8,0.24598930481283424,0.37627811860940696,0.7099999999999996,0.43989304812834223
0.842900875765326,0.653878092576806,0.13658931851387024,0.7828246983676366,0.8148148148148148,0.23529411764705882,0.3651452282157676,0.7199999999999996,0.4381263616557734
0.842900875765326,0.653878092576806,0.13658931851387024,0.7799858055358411,0.82,0.2192513368983957,0.3459915611814346,0.7299999999999996,0.4295133689839572
0.842900875765326,0.653878092576806,0.13658931851387024,0.7778566359119943,0.8144329896907216,0.21122994652406418,0.3354564755838641,0.7399999999999997,0.4223510116323943
0.842900875765326,0.653878092576806,0.13658931851387024,0.7778566359119943,0.8279569892473119,0.20588235294117646,0.3297644539614561,0.7499999999999997,0.4236084756483238
0.842900875765326,0.653878092576806,0.13658931851387024,0.7750177430801988,0.8275862068965517,0.1925133689839572,0.3123644251626898,0.7599999999999997,0.41478886225336525
0.842900875765326,0.653878092576806,0.13658931851387024,0.7707594038325053,0.8148148148148148,0.17647058823529413,0.29010989010989013,0.7699999999999997,0.3998910675381263
0.842900875765326,0.653878092576806,0.13658931851387024,0.7672107877927609,0.8026315789473685,0.16310160427807488,0.27111111111111114,0.7799999999999997,0.3869370954123276
0.842900875765326,0.653878092576806,0.13658931851387024,0.7615330021291696,0.7794117647058824,0.14171122994652408,0.2398190045248869,0.7899999999999996,0.36490641711229943
0.842900875765326,0.653878092576806,0.13658931851387024,0.7579843860894251,0.7619047619047619,0.12834224598930483,0.21967963386727687,0.7999999999999996,0.35008912655971475
